site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,flow,flow_dt,flow_unit,flow_nday,class,percentile,percent_median,percent_mean
01123360,"QUINEBAUG R BL E BRIMFIELD DAM AT FISKDA",42.1084,-72.1261,01100001,163.29,2019-02-28,cfs,7,5,50.07,100.06,91.49
01123600,"QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRI",42.0826,-72.0584,01100001,260,2019-02-28,cfs,6,5,66.63,128.44,110.02
01124000,"QUINEBAUG RIVER AT QUINEBAUG, CT",42.0223,-71.9556,01100001,409,2019-02-28,cfs,7,5,66.26,131.39,109.83
01124151,"QUINEBAUG RIVER AT WEST THOMPSON, CT",41.9436,-71.8996,01100001,448.43,2019-02-28,cfs,7,5,65.32,121.95,104.96
01125100,"FRENCH RIVER AT NORTH GROSVENORDALE, CT",41.9785,-71.9005,01100001,238,2019-02-28,cfs,7,0,53.28,100.6,97.48
01125490,"LITTLE RIVER AT HARRISVILLE, CT",41.9278,-71.93,01100001,107.81,2019-02-28,cfs,7,0,74.16,221.79,161.68
01125500,"QUINEBAUG RIVER AT PUTNAM, CT",41.9095,-71.9139,01100001,843.43,2019-02-28,cfs,7,5,65.76,129.74,111.94
01127000,"QUINEBAUG RIVER AT JEWETT CITY, CT",41.5975,-71.9841,01100001,2054.29,2019-02-28,cfs,7,5,63.08,127.71,113.34
01127500,"YANTIC RIVER AT YANTIC, CT",41.5587,-72.1215,01100003,319,2019-02-28,cfs,7,5,70.04,152.58,120.12
01129200,"CONNECTICUT R BELOW INDIAN STREAM NR PIT",45.0403,-71.444,01080101,628.57,2019-02-28,cfs,7,5,42.51,91.19,92.89
01129500,"CONNECTICUT RIVER AT NORTH STRATFORD, NH",44.7498,-71.6312,01080101,,,,,0,,,
01130000,"UPPER AMMONOOSUC RIVER NEAR GROVETON, NH",44.6251,-71.469,01080101,,,,,0,,,
01131500,"CONNECTICUT RIVER NEAR DALTON, NH",44.4101,-71.7206,01080101,2122.86,2019-02-28,cfs,7,6,75.72,139.79,106.26
01133000,"EAST BRANCH PASSUMPSIC RIVER NEAR EAST H",44.6339,-71.8976,01080102,,,,,0,,,
01134500,"MOOSE RIVER AT VICTORY, VT",44.5117,-71.8373,01080102,,,,,0,,,
01135150,"POPE BROOK (SITE W-3) NEAR NORTH DANVILL",44.4762,-72.1245,01080102,,,,,0,,,
01135300,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNS",44.4353,-72.0384,01080102,,,,,0,,,
01135500,"PASSUMPSIC RIVER AT PASSUMPSIC, VT",44.3656,-72.0393,01080102,,,,,0,,,
01137500,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, ",44.2687,-71.6304,01080101,,,,,0,,,
01138500,"CONNECTICUT RIVER AT WELLS RIVER, VT",44.1534,-72.0418,01080101,4021.43,2019-02-28,cfs,7,5,63.89,117.44,93.95
01139000,"WELLS RIVER AT WELLS RIVER, VT",44.1503,-72.0651,01080103,,,,,0,,,
01139800,"EAST ORANGE BRANCH AT EAST ORANGE, VT",44.0928,-72.3357,01080103,,,,,0,,,
01140817,"ELIZABETH MINE DISCHARGE NR S STRAFFORD,",43.8359,-72.3359,01080103,0.12,2019-02-28,cfs,7,0,0,0,0
01142500,"AYERS BROOK AT RANDOLPH, VT",43.9345,-72.6579,01080105,,,,,0,,,
01144000,"WHITE RIVER AT WEST HARTFORD, VT",43.7142,-72.4182,01080105,,,,,0,,,
01144500,"CONNECTICUT RIVER AT WEST LEBANON, NH",43.6462,-72.3123,01080105,,,,,0,,,
01150900,"OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER",43.6223,-72.759,01080106,36.87,2019-02-28,cfs,7,5,60.37,130.33,64.98
01151500,"OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT",43.6026,-72.3543,01080106,331.33,2019-02-28,cfs,6,5,70.86,150.56,93.44
01152500,"SUGAR RIVER AT WEST CLAREMONT, NH",43.3876,-72.362,01080104,,,,,0,,,
01153000,"BLACK RIVER AT NORTH SPRINGFIELD, VT",43.3334,-72.5148,01080106,,,,,0,,,
01153550,"WILLIAMS RIVER NEAR ROCKINGHAM VT",43.1917,-72.4851,01080107,169.25,2019-02-28,cfs,4,5,63.21,147.34,72.43
01154000,"SAXTONS RIVER AT SAXTONS RIVER, VT",43.1376,-72.4881,01080107,113.11,2019-02-28,cfs,7,5,69.13,150.03,88.87
01154500,"CONNECTICUT RIVER AT NORTH WALPOLE, NH",43.1262,-72.4368,01080104,8612.86,2019-02-28,cfs,7,5,72.17,139.88,101.46
01154950,"COLD RIVER AT HIGH STREET, AT ALSTEAD, N",43.1494,-72.3617,01080104,,,,,0,,,
01155500,"WEST RIVER AT JAMAICA, VT",43.109,-72.7754,01080107,,,,,0,,,
01157000,"ASHUELOT RIVER NEAR GILSUM, NH",43.0392,-72.2701,01080201,109.75,2019-02-28,cfs,4,5,70.36,179.51,99
01158000,"ASHUELOT RIVER BELOW SURRY MT DAM, NEAR ",42.9948,-72.3112,01080201,112.31,2019-02-28,cfs,7,5,55.42,103.25,63.22
01158110,"ASHUELOT RIVER ABOVE THE BRANCH, AT KEEN",42.9192,-72.2793,01080201,136.67,2019-02-28,cfs,6,0,36.96,36.21,36.21
01160350,"ASHUELOT RIVER AT WEST SWANZEY, NH",42.8715,-72.3281,01080201,413.14,2019-02-28,cfs,7,0,56.09,114.99,66.07
01161000,"ASHUELOT RIVER AT HINSDALE, NH",42.7859,-72.4862,01080201,515.86,2019-02-28,cfs,7,5,50.95,101.35,70.27
01162000,"MILLERS RIVER NEAR WINCHENDON, MA",42.6843,-72.0834,01080202,,,,,0,,,
01162500,"PRIEST BROOK NEAR WINCHENDON, MA",42.6826,-72.1151,01080202,,,,,0,,,
01163200,"OTTER RIVER AT OTTER RIVER, MA",42.5884,-72.0409,01080202,,,,,0,,,
01166500,"MILLERS RIVER AT ERVING, MA",42.5976,-72.4379,01080202,,,,,0,,,
01168250,"COLD RIVER AT FLORIDA, MA",42.6667,-73.0302,01080203,,,,,0,,,
01168500,"DEERFIELD RIVER AT CHARLEMONT, MA",42.626,-72.8542,01080203,1430,2019-02-28,cfs,7,6,82.69,142.54,133.2
01169000,"NORTH RIVER AT SHATTUCKVILLE, MA",42.6384,-72.7251,01080203,150,2019-02-28,cfs,7,5,64.26,126.05,78.08
01169900,"SOUTH RIVER NEAR CONWAY, MA",42.542,-72.6937,01080203,56.31,2019-02-28,cfs,7,5,65.65,148.46,90.87
01170000,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA",42.5359,-72.6534,01080203,1391.43,2019-02-28,cfs,7,5,56.5,106.57,87.99
01170100,"GREEN RIVER NEAR COLRAIN, MA",42.7034,-72.6706,01080203,59.89,2019-02-28,cfs,7,5,51.07,102.08,62.19
01170500,"CONNECTICUT RIVER AT MONTAGUE CITY, MA",42.5802,-72.5745,01080201,9301.43,2019-02-28,cfs,7,5,47.13,95.27,74.13
01171500,"MILL RIVER AT NORTHAMPTON, MA",42.319,-72.6651,01080201,123.72,2019-02-28,cfs,5,5,69.18,147.29,100.54
01172010,"CONNECTICUT R AT I-391 BRIDGE AT HOLYOKE",42.1915,-72.6093,01080201,15500,2019-02-28,cfs,7,0,75.7,150.16,113.99
01172500,"WARE RIVER NEAR BARRE, MA",42.4251,-72.0245,01080204,117.57,2019-02-28,cfs,7,5,65.45,125.52,95.79
01173000,"WARE RIVER AT INTAKE WORKS NEAR BARRE, M",42.3906,-72.0604,01080204,206.86,2019-02-28,cfs,7,5,68.42,129.75,101.36
01173500,"WARE RIVER AT GIBBS CROSSING, MA",42.2362,-72.2726,01080204,485.67,2019-02-28,cfs,6,5,73.33,152.39,127.74
01174500,"EAST BRANCH SWIFT RIVER NEAR HARDWICK, M",42.3934,-72.2384,01080204,132.14,2019-02-28,cfs,7,6,76.35,193.53,142.32
01174565,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY,",42.4551,-72.3818,01080204,26.57,2019-02-28,cfs,7,0,60.94,124.57,82.59
01175500,"SWIFT RIVER AT WEST WARE, MA",42.2679,-72.3326,01080204,468.29,2019-02-28,cfs,7,7,98,1074.8,571.85
01175670,"SEVENMILE RIVER NEAR SPENCER, MA",42.2651,-72.0048,01080204,19.36,2019-02-28,cfs,7,5,58.82,113.88,86.24
01176000,"QUABOAG RIVER AT WEST BRIMFIELD, MA",42.1823,-72.2637,01080204,358.43,2019-02-28,cfs,7,5,67.59,133.25,113.57
01177000,"CHICOPEE RIVER AT INDIAN ORCHARD, MA",42.1606,-72.514,01080204,1751.43,2019-02-28,cfs,7,6,79.72,174.26,155.91
01179500,"WESTFIELD RIVER AT KNIGHTVILLE, MA",42.2879,-72.8643,01080206,354,2019-02-28,cfs,6,5,67.62,156.29,93.74
01181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTO",42.2373,-72.8957,01080206,216.71,2019-02-28,cfs,7,5,66.01,159.43,90.19
01183500,"WESTFIELD RIVER NEAR WESTFIELD, MA",42.1068,-72.699,01080206,995.57,2019-02-28,cfs,7,5,66.24,130.36,90.84
01184000,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",41.9873,-72.6054,01080205,16600,2019-02-28,cfs,7,5,70.6,131.75,102.73
01184100,"STONY BROOK NEAR WEST SUFFIELD, CT",41.9608,-72.7105,01080205,29,2019-02-28,cfs,7,5,55.53,105.42,101.05
01184490,"BROAD BROOK AT BROAD BROOK, CT",41.9139,-72.5497,01080205,47.57,2019-02-28,cfs,7,6,83.7,162.41,151.74
01185500,"WEST BRANCH FARMINGTON RIVER NEAR NEW BO",42.0789,-73.0729,01080207,157.71,2019-02-28,cfs,7,5,53.1,105.75,79.17
01186000,"WEST BRANCH FARMINGTON RIVER AT RIVERTON",41.9629,-73.0176,01080207,302.86,2019-02-28,cfs,7,6,80.97,156.35,133.58
01186500,"STILL RIVER AT ROBERTSVILLE, CT",41.9679,-73.0334,01080207,174.43,2019-02-28,cfs,7,5,57.36,120.41,77.56
01187300,"HUBBARD RIVER NEAR WEST HARTLAND, CT",42.0375,-72.9393,01080207,47.36,2019-02-28,cfs,7,5,64.57,146.04,92.01
01187800,"NEPAUG R NR NEPAUG, CT.",41.8207,-72.9701,01080207,48.47,2019-02-28,cfs,7,5,59.91,134.08,102.93
01188000,"BUNNELL BROOK NEAR BURLINGTON, CT",41.7862,-72.9648,01080207,10.9,2019-02-28,cfs,7,5,63.17,141.56,102.54
01188090,"FARMINGTON RIVER AT UNIONVILLE, CT",41.7555,-72.887,01080207,861.14,2019-02-28,cfs,7,6,77.13,134.36,118.41
01189000,"PEQUABUCK R AT FORESTVILLE, CT.",41.6732,-72.9007,01080207,137.71,2019-02-28,cfs,7,5,74.23,156.99,131.91
01189995,"FARMINGTON RIVER AT TARIFFVILLE, CT",41.9083,-72.7594,01080207,1445.71,2019-02-28,cfs,7,5,70.43,142.21,106.45
01191000,"NORTH BRANCH PARK RIVER AT HARTFORD, CT",41.7844,-72.7081,01080205,82.27,2019-02-28,cfs,7,5,70.34,180.54,115.29
01192500,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",41.7832,-72.5873,01080205,201.57,2019-02-28,cfs,7,6,75.02,142.24,130.42
01192883,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",41.5202,-72.7065,01080205,123.51,2019-02-28,cfs,7,5,69.06,134.15,113.55
01193500,"SALMON RIVER NEAR EAST HAMPTON, CT",41.5523,-72.4492,01080205,361.29,2019-02-28,cfs,7,6,77.36,153.09,127.25
01194000,"EIGHTMILE RIVER AT NORTH PLAIN, CT",41.4417,-72.3327,01080205,75.37,2019-02-28,cfs,7,5,66.35,138.12,107.49
01194500,"EAST BRANCH EIGHTMILE RIVER NEAR NORTH L",41.4275,-72.3348,01080205,81.66,2019-02-28,cfs,7,5,64.05,132.01,103.64
01195100,"INDIAN RIVER NEAR CLINTON, CT",41.3062,-72.531,01100004,23.11,2019-02-28,cfs,7,6,79.67,179.98,141.35
01195490,"QUINNIPIAC RIVER AT SOUTHINGTON, CT",41.6035,-72.8832,01100004,53.11,2019-02-28,cfs,7,0,70.6,162.42,123.54
01196500,"QUINNIPIAC RIVER AT WALLINGFORD, CT",41.4503,-72.8413,01100004,381.14,2019-02-28,cfs,7,5,73.13,147.4,125.4
01196561,"MUDDY RIVER NEAR EAST WALLINGFORD, CT",41.4356,-72.7795,01100004,31.51,2019-02-28,cfs,7,0,61.87,176.13,103.55
01196620,"MILL RIVER NEAR HAMDEN, CT",41.4204,-72.9027,01100004,95.57,2019-02-28,cfs,7,6,76.39,173.32,135.75
01197000,"EAST BRANCH HOUSATONIC RIVER AT COLTSVIL",42.4696,-73.1973,01100005,81.14,2019-02-28,cfs,7,5,55.72,106.23,71.1
01197500,"HOUSATONIC RIVER NEAR GREAT BARRINGTON, ",42.2319,-73.3547,01100005,533.29,2019-02-28,cfs,7,5,66.34,127.45,92.52
01198000,"GREEN RIVER NEAR GREAT BARRINGTON, MA",42.1929,-73.3912,01100005,116.29,2019-02-28,cfs,7,5,71.26,188.87,109.04
01198125,"HOUSATONIC RIVER NEAR ASHLEY FALLS, MA",42.0748,-73.3335,01100005,954.5,2019-02-28,cfs,4,0,55.88,123.68,75.81
01199000,"HOUSATONIC RIVER AT FALLS VILLAGE, CT",41.9573,-73.3693,01100005,1310,2019-02-28,cfs,7,5,68.6,140.65,103.75
01199050,"SALMON CREEK AT LIME ROCK, CT",41.9423,-73.391,01100005,50.47,2019-02-28,cfs,7,5,63.64,123.52,84.45
01200000,"TENMILE RIVER NEAR GAYLORDSVILLE, CT",41.6588,-73.5287,01100005,459.86,2019-02-28,cfs,7,5,63.05,146.39,103.98
01200500,"HOUSATONIC RIVER AT GAYLORDSVILLE, CT",41.6531,-73.4898,01100005,2221.43,2019-02-28,cfs,7,5,66.45,139.51,103.38
01201487,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CEN",41.4658,-73.4032,01100005,210.71,2019-02-28,cfs,7,0,65.83,162.01,113.47
01202501,"SHEPAUG RIVER AT PETERS DAM AT WOODVILLE",41.7196,-73.2926,01100005,55.94,2019-02-28,cfs,7,0,58.42,112.1,79.46
01203510,"POOTATUCK RIVER AT SANDY HOOK, CT",41.4193,-73.2821,01100005,87.23,2019-02-28,cfs,7,0,68.39,167.33,115.06
01203600,"NONEWAUG RIVER AT MINORTOWN, CT",41.5759,-73.1785,01100005,47.17,2019-02-28,cfs,6,5,62.7,130.52,95.7
01203805,"WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT",41.5577,-73.2154,01100005,65.51,2019-02-28,cfs,7,0,50.63,103.21,72.54
01204000,"POMPERAUG RIVER AT SOUTHBURY, CT",41.4819,-73.2246,01100005,193.71,2019-02-28,cfs,7,5,62.6,122.49,103.08
01205500,"HOUSATONIC RIVER AT STEVENSON, CT",41.3838,-73.1666,01100005,3427.14,2019-02-28,cfs,7,5,64.05,130.06,102.04
01206900,"NAUGATUCK RIVER AT THOMASTON, CT",41.6737,-73.0695,01100005,217.57,2019-02-28,cfs,7,5,56.96,109.18,74.28
01208500,"NAUGATUCK RIVER AT BEACON FALLS, CT",41.4423,-73.0623,01100005,778.29,2019-02-28,cfs,7,5,64.41,143.41,110.17
01208950,"SASCO BROOK NEAR SOUTHPORT, CT",41.1529,-73.3059,01100006,34.43,2019-02-28,cfs,7,6,81.76,216.27,159.84
01208990,"SAUGATUCK RIVER NEAR REDDING, CT",41.2945,-73.3951,01100006,75.34,2019-02-28,cfs,7,5,70.36,157.88,123.29
01209005,"SAUGATUCK R BELOW SAUGATUCK RES NR LYONS",41.2455,-73.3492,01100006,124.84,2019-02-28,cfs,7,0,69.5,384.36,140.92
01209105,"ASPETUCK RIVER AT ASPETUCK, CT",41.2287,-73.3241,01100006,57.47,2019-02-28,cfs,7,0,51.03,108.87,82.01
01209500,"SAUGATUCK RIVER NEAR WESTPORT, CT",41.1707,-73.3648,01100006,314.71,2019-02-28,cfs,7,6,78.21,237.91,156.28
01209700,"NORWALK RIVER AT SOUTH WILTON, CT",41.1638,-73.4195,01100006,118.61,2019-02-28,cfs,7,6,76.69,193.74,143.87
01209761,"FIVEMILE RIVER NEAR NEW CANAAN, CT",41.1743,-73.5111,01100006,5.24,2019-02-28,cfs,7,0,69.39,193.36,118.82
01209901,"RIPPOWAM RIVER AT STAMFORD, CT.",41.0661,-73.5493,01100006,121.47,2019-02-28,cfs,7,0,85.16,271.02,178.34
01212500,"BYRAM RIVER AT PEMBERWICK, CT",41.0273,-73.6618,02030102,98.11,2019-02-28,cfs,7,0,53.02,109.38,97.52
01302020,"BRONX RIVER AT NY BOTANICAL GARDEN AT BR",40.8623,-73.8744,02030102,109.21,2019-02-28,cfs,7,0,53.01,106.79,96.4
01303000,"MILL NECK CREEK AT MILL NECK NY",40.8875,-73.5636,02030201,,,,,0,,,
01303500,"COLD SPRING BROOK AT COLD SPRING HARBOR ",40.8572,-73.4633,02030201,2.81,2019-02-28,cfs,4,5,48.21,98.25,92.74
01304000,"NISSEQUOGUE RIVER NEAR SMITHTOWN NY",40.8494,-73.2242,02030201,51.07,2019-02-28,cfs,7,5,69.57,113.24,108.91
01304500,"PECONIC RIVER AT RIVERHEAD NY",40.9136,-72.6867,02030202,57.64,2019-02-28,cfs,7,6,83.09,139.19,133.21
01305000,"CARMANS RIVER AT YAPHANK NY",40.8303,-72.9061,02030202,,,,,0,,,
01306460,"CONNETQUOT BK NR CENTRAL ISLIP NY",40.7719,-73.1586,02030202,41.86,2019-02-28,cfs,7,7,92.29,154.24,143.21
01306500,"CONNETQUOT RIVER NEAR OAKDALE NY",40.7475,-73.1503,02030202,57.67,2019-02-28,cfs,7,7,95.18,139,136.34
01308000,"SAMPAWAMS CREEK AT BABYLON NY",40.7042,-73.3139,02030202,16.42,2019-02-28,cfs,4,7,90.19,160.51,150.92
01308500,"CARLLS RIVER AT BABYLON NY",40.7086,-73.3283,02030202,35.8,2019-02-28,cfs,7,5,73.26,125.31,115.6
01309500,"MASSAPEQUA CREEK AT MASSAPEQUA NY",40.6889,-73.4547,02030202,9.06,2019-02-28,cfs,7,5,50.3,100.78,82.89
01310000,"BELLMORE CREEK AT BELLMORE NY",40.6786,-73.5156,02030202,,,,,0,,,
01310500,"EAST MEADOW BROOK AT FREEPORT NY",40.6656,-73.5697,02030202,,,,,0,,,
01311500,"VALLEY STREAM AT VALLEY STREAM NY",40.6636,-73.7044,02030202,7.22,2019-02-28,cfs,7,6,84.84,555.38,255.12
01312000,"HUDSON RIVER NEAR NEWCOMB NY",43.9667,-74.1317,02020001,240.57,2019-02-28,cfs,7,6,77.17,183.84,99.53
01315000,"INDIAN RIVER NEAR INDIAN LAKE NY",43.7564,-74.2672,02020001,451.71,2019-02-28,cfs,7,5,65.55,119.41,121.88
01315170,"DURGIN BROOK AT BOREAS RIVER NY",43.9398,-73.9536,02020001,,,,,0,,,
01315226,"VANDERWHACKER BROOK TRIB 1 NEAR BOREAS R",43.9485,-73.9884,02020001,,,,,0,,,
01315227,"VANDERWHACKER BROOK TRIB 2 NEAR BOREAS R",43.9482,-73.9901,02020001,,,,,0,,,
01315500,"HUDSON RIVER AT NORTH CREEK NY",43.7008,-73.9833,02020001,1311.43,2019-02-28,cfs,7,5,72.28,143.75,103.66
01317000,"SCHROON RIVER AT RIVERBANK NY",43.6094,-73.7375,02020001,,,,,0,,,
01318500,"HUDSON RIVER AT HADLEY NY",43.3189,-73.8442,02020002,2630,2019-02-28,cfs,7,6,75.11,156.55,113.08
01321000,"SACANDAGA RIVER NEAR HOPE NY",43.3528,-74.2703,02020002,832,2019-02-28,cfs,6,5,68.65,161.89,91.39
01325000,"SACANDAGA RIVER AT STEWARTS BRIDGE NR HA",43.3114,-73.8672,02020002,4027.14,2019-02-28,cfs,7,6,89.36,154.17,152.91
01327500,"GLENS FALLS FEEDER AT DUNHAM BASIN NY",43.3042,-73.5465,02020003,,,,,0,,,
01327750,"HUDSON RIVER AT FORT EDWARD NY",43.2694,-73.5958,02020003,6960,2019-02-28,cfs,7,6,78.72,147.68,128.02
01328770,"HUDSON RIVER AT THOMSON NY",43.1254,-73.5849,02020003,7177.14,2019-02-28,cfs,7,0,41.03,75.29,90.56
01329490,"BATTEN KILL BELOW MILL AT BATTENVILLE NY",43.1086,-73.4217,02020003,704.57,2019-02-28,cfs,7,5,63.92,121.33,90.21
01330000,"GLOWEGEE CREEK AT WEST MILTON NY",43.0306,-73.9272,02020003,44.33,2019-02-28,cfs,7,5,61.89,156.75,90.58
01331095,"HUDSON RIVER AT STILLWATER NY",42.9356,-73.6517,02020003,8757.14,2019-02-28,cfs,7,6,80.9,143.36,126.46
01331500,"HOOSIC RIVER AT ADAMS, MA",42.6112,-73.124,02020003,93.63,2019-02-28,cfs,7,5,69.97,135.83,102.26
01332500,"HOOSIC RIVER NEAR WILLIAMSTOWN, MA",42.7004,-73.159,02020003,221.29,2019-02-28,cfs,7,5,62.35,118.84,82.31
01333000,"GREEN RIVER AT WILLIAMSTOWN, MA",42.709,-73.1968,02020003,69.66,2019-02-28,cfs,7,5,60.96,121.3,75.33
01334000,"WALLOOMSAC RIVER NEAR NORTH BENNINGTON, ",42.9129,-73.2565,02020003,,,,,0,,,
01334500,"HOOSIC RIVER NEAR EAGLE BRIDGE NY",42.9386,-73.3769,02020003,819.57,2019-02-28,cfs,7,5,53.89,107.63,72.96
01335754,"HUDSON RIVER ABOVE LOCK 1 NEAR WATERFORD",42.8292,-73.6661,02020003,9205.71,2019-02-28,cfs,7,5,73.85,131.93,112.62
01336000,"MOHAWK RIVER BELOW DELTA DAM NEAR ROME N",43.2644,-75.4364,02020004,265.86,2019-02-28,cfs,7,5,52.28,102.4,71.76
01338000,"ORISKANY CREEK NEAR ORISKANY NY",43.1428,-75.3378,02020004,319.43,2019-02-28,cfs,7,0,34.72,45.81,63.03
01339060,"SAUQUOIT CREEK AT WHITESBORO NY",43.1114,-75.294,02020004,104.89,2019-02-28,cfs,7,0,33.75,43.09,60.79
01342602,"MOHAWK RIVER NEAR UTICA NY",43.0937,-75.1579,02020004,1294.29,2019-02-28,cfs,7,0,32.55,39.93,52.76
01342682,"MOYER CREEK NEAR FRANKFORT NY",43.0269,-75.1043,02020004,31.09,2019-02-28,cfs,7,0,40.88,54.63,54.63
01342730,"STEELE CREEK AT ILION NY",43.0066,-75.0417,02020004,40.71,2019-02-28,cfs,7,0,54.21,212.7,64.86
01342743,"FULMER CREEK NEAR MOHAWK NY",42.9852,-74.9904,02020004,,,,,0,,,
01343060,"WEST CANADA CREEK NEAR WILMURT NY",43.3661,-74.9578,02020004,1050.86,2019-02-28,cfs,7,0,83.26,356.57,192.98
01343403,"BLACK CREEK NEAR GRAY NY",43.2828,-74.9592,02020004,,,,,0,,,
01346000,"WEST CANADA CREEK AT KAST BRIDGE NY",43.0689,-74.9883,02020004,1924.29,2019-02-28,cfs,7,6,79.16,161.71,138.25
01347000,"MOHAWK RIVER NEAR LITTLE FALLS NY",43.0147,-74.7794,02020004,3261.67,2019-02-28,cfs,6,5,61.49,127.02,93.7
01348000,"EAST CANADA CREEK AT EAST CREEK NY",43.0167,-74.7408,02020004,538.29,2019-02-28,cfs,7,5,65.78,129.53,75.81
01349000,"OTSQUAGO CREEK AT FORT PLAIN NY",42.9292,-74.6329,02020004,54.4,2019-02-28,cfs,7,5,53.7,119.38,37.4
01349150,"CANAJOHARIE CREEK NEAR CANAJOHARIE NY",42.8763,-74.6029,02020004,66.8,2019-02-28,cfs,7,0,51.11,102.52,45.49
01349527,"MOHAWK R ABOVE STATE HIGHWAY 30A AT FOND",42.9504,-74.3721,02020004,5247.14,2019-02-28,cfs,7,0,45.59,81.04,81.04
01349700,"EAST KILL NEAR JEWETT CENTER NY",42.2492,-74.3028,02020005,48.61,2019-02-28,cfs,7,0,55.22,113.02,57.28
01349705,"SCHOHARIE CREEK NEAR LEXINGTON NY",42.2369,-74.3403,02020005,147.14,2019-02-28,cfs,7,0,50.5,101.52,54.19
01349711,"WEST KILL BELOW HUNTER BROOK NEAR SPRUCE",42.185,-74.2769,02020005,8.08,2019-02-28,cfs,7,0,79.18,162.9,90.48
01349810,"WEST KILL NEAR WEST KILL NY",42.2303,-74.3931,02020005,35.21,2019-02-28,cfs,7,0,57.86,114.69,56.33
01349950,"BATAVIA KILL AT RED FALLS NEAR PRATTSVIL",42.3083,-74.39,02020005,196,2019-02-28,cfs,6,0,81.05,270.57,144.71
01350000,"SCHOHARIE CREEK AT PRATTSVILLE NY",42.3194,-74.4367,02020005,331.43,2019-02-28,cfs,7,5,48.71,95.39,57.49
01350035,"BEAR KILL NEAR PRATTSVILLE NY",42.3381,-74.4517,02020005,64.71,2019-02-28,cfs,7,0,79.77,219.88,129.78
01350080,"MANOR KILL AT WEST CONESVILLE NEAR GILBO",42.3769,-74.4131,02020005,47.01,2019-02-28,cfs,7,5,71.18,150.53,105.81
01350101,"SCHOHARIE CREEK AT GILBOA NY",42.3972,-74.4506,02020005,308.29,2019-02-28,cfs,7,0,31.26,78.22,45.34
01350120,"PLATTER KILL AT GILBOA NY",42.4061,-74.4472,02020005,22,2019-02-28,cfs,4,6,77.31,195.21,125.71
01350140,"MINE KILL NEAR NORTH BLENHEIM NY",42.4289,-74.4731,02020005,31.78,2019-02-28,cfs,6,5,61.26,128.87,89.45
01350180,"SCHOHARIE CREEK AT NORTH BLENHEIM NY",42.4658,-74.4622,02020005,359,2019-02-28,cfs,7,5,63.82,235.95,72.49
01350212,"SCHOHARIE CREEK NEAR NORTH BLENHEIM NY",42.4726,-74.4411,02020005,524.86,2019-02-28,cfs,7,0,0,0,0
01350355,"SCHOHARIE CREEK AT BREAKABEEN NY",42.5369,-74.4106,02020005,451.86,2019-02-28,cfs,7,5,55.97,134.2,67.25
01350480,"LITTLE SCHOHARIE CREEK NEAR MIDDLEBURGH ",42.5799,-74.3066,02020005,,,,,0,,,
01351500,"SCHOHARIE CREEK AT BURTONSVILLE NY",42.8,-74.2628,02020005,1018.14,2019-02-28,cfs,7,5,56.85,133.57,70.38
01354083,"MOHAWK RIVER AT AMSTERDAM NY",42.934,-74.1919,02020004,6327.14,2019-02-28,cfs,7,0,44.32,73.57,73.57
01354500,"MOHAWK RIVER AT FREEMAN'S BRIDGE AT SCHE",42.8305,-73.9307,02020004,5857.14,2019-02-28,cfs,7,0,47.88,90.66,63.13
01357499,"MOHAWK RIVER DIVERSION AT CRESCENT DAM N",42.8029,-73.7026,02020004,3,2019-02-28,cfs,4,5,40.54,100,90.36
01357500,"MOHAWK RIVER AT COHOES NY",42.7854,-73.7078,02020004,6082.86,2019-02-28,cfs,7,5,60.61,123.64,84.77
01358000,"HUDSON RIVER AT GREEN ISLAND NY",42.7522,-73.6889,02020006,,,,,0,,,
01359528,"NORMANS KILL AT ALBANY NY",42.6336,-73.8043,02020006,212.29,2019-02-28,cfs,7,0,50.48,109.35,48.27
01360640,"VALATIE KILL NEAR NASSAU NY",42.5519,-73.5914,02020006,14.56,2019-02-28,cfs,6,0,66.22,131.05,75.72
01361000,"KINDERHOOK CREEK AT ROSSMAN NY",42.3311,-73.7444,02020006,530.57,2019-02-28,cfs,7,5,62.46,139.73,87.44
01362200,"ESOPUS CREEK AT ALLABEN NY",42.1169,-74.3803,02020006,119.25,2019-02-28,cfs,4,5,59.53,131,76.29
01362230,"DIVERSION FROM SCHOHARIE RESERVOIR NY",42.1145,-74.3638,02020006,137.71,2019-02-28,cfs,7,0,38.5,78.56,59.68
01362322,"MYRTLE BROOK AT STATE HWY 214 AT EDGEWOO",42.1336,-74.2315,02020006,4.06,2019-02-28,cfs,7,0,0,0,0
01362336,"STONY CLOVE CR AT JANSSEN RD AT LANESVIL",42.1279,-74.2633,02020006,11.96,2019-02-28,cfs,7,0,0,0,0
